name,player_type,steam_id,reason,banned_time,release,complaint_times,register_days,playing_hours,best_weapon,best_weapon_heatshot,best_map,score
Kareninot,Vip,76561198980111775,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.39,mirage,1133
czfqaq,None,76561198349916492,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
菲律宾打工仔,None,76561199028593767,作弊封禁,2020-03-15,Inf,2,None,None,Zeus x27,0.00,None,
lv1_i5qz10,None,76561199026653640,作弊封禁,2020-03-15,Inf,8,None,None,AK47,0.48,None,
迷之炮王,None,76561198822074082,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.15,None,
寒烟jonsen丶灬,None,76561199031874627,作弊封禁,2020-03-15,Inf,0,None,None,AUG,0.15,None,
杰哥小弟,None,76561198214159036,作弊封禁,2020-03-15,Inf,7,None,None,AK47,0.41,dust2,
umg4reg,None,76561199029749543,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.51,None,
GodJsNipeR,None,76561198024569268,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.03,None,
倘若生活不如意,None,76561199032404854,作弊封禁,2020-03-15,Inf,0,None,None,AWP,0.12,None,
违规用户名_4618770ep9ljv,None,76561199028355696,作弊封禁,2020-03-15,Inf,7,None,None,MP9,0.81,None,
可爱的小阿拉,None,76561199032457338,作弊封禁,2020-03-15,Inf,2,None,None,AWP,0.13,None,
胡凯峰最帅了,None,76561199020846529,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
A_Abiaobiao九七八,None,76561199032607499,作弊封禁,2020-03-15,Inf,13,None,None,AK47,0.83,None,
Cute柯基,None,76561199013020493,作弊封禁,2020-03-15,Inf,5,None,None,SG 553,0.27,dust2,1349
西北苏大强,Vip,76561198325320180,作弊封禁,2020-03-15,Inf,2,None,None,AWP,0.10,dust2,1152
HypnosFatiger,None,76561198144990487,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.11,dust2,1320
包不在我这别杀我,None,76561198983849203,作弊封禁,2020-03-15,Inf,12,None,None,AWP,0.11,dust2,1379
Mr.Wonderful,Vip,76561199017521871,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
顺风常规逆风我Z,Vip,76561198835808554,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.34,inferno,808
我的p90一往无前,None,76561199031620230,作弊封禁,2020-03-15,Inf,9,None,None,P90,0.75,None,
我是谁你知道吗,Vip,76561199024562934,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
17_hero,Vip,76561199031718304,作弊封禁,2020-03-15,Inf,18,None,None,AK47,0.64,None,
南二路杨俊,None,76561199028336062,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.50,None,
带妹上个分,None,76561199032212580,作弊封禁,2020-03-15,Inf,12,None,None,AK47,0.55,None,
x3ez7k,None,76561199012940441,作弊封禁,2020-03-15,Inf,21,None,None,AK47,0.52,None,1696
MTG白给王,None,76561199013949463,作弊封禁,2020-03-15,Inf,33,None,None,AK47,0.46,mirage,1525
TyLoo马某,Vip,76561198923501707,作弊封禁,2020-03-15,Inf,15,None,None,AK47,0.33,nuke,1755
给我发枪么么哒,None,76561199027920356,作弊封禁,2020-03-15,Inf,1,None,None,MP9,0.74,None,
给你机会你不钟用,None,76561198987790508,作弊封禁,2020-03-15,Inf,4,None,None,AK47,0.39,train,1657
小张小张闪亮发光,Vip,76561199028555019,作弊封禁,2020-03-15,Inf,9,None,None,M4A4,0.46,None,
captainMo1,Vip,76561199032560850,作弊封禁,2020-03-15,Inf,3,None,None,SG 553,0.41,None,
521140,None,76561198995436390,作弊封禁,2020-03-15,Inf,5,None,None,AWP,0.29,None,
地球扛把子,None,76561198968564388,作弊封禁,2020-03-15,Inf,3,None,None,P90,0.54,None,
番茄炒鹅蛋,None,76561199032607743,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.50,None,
人再多心头不慌,None,76561199029379895,作弊封禁,2020-03-15,Inf,26,None,None,AK47,0.55,inferno,1663
我喜欢吃大香蕉,None,76561199027749048,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.29,None,
我叫白给ii,None,76561199033425522,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
卡比兽Zard,None,76561198965622586,作弊封禁,2020-03-15,Inf,2,None,None,AWP,0.12,dust2,2072
a3z79s,None,76561199031184802,作弊封禁,2020-03-15,Inf,0,None,None,AWP,0.00,None,
起沙鹰一枪秒了,None,76561199017037891,作弊封禁,2020-03-15,Inf,21,None,None,SG 553,0.36,dust2,
keau455582,Vip,76561199025205693,作弊封禁,2020-03-15,Inf,24,None,None,Zeus x27,0.00,inferno,1134
4399_007,None,76561199034069089,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
晓扫币,None,76561199018170943,作弊封禁,2020-03-15,Inf,15,None,None,None,None,None,
电脑玩家陈志明,None,76561198426686494,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.55,dust2,1780
弄你就完了,Vip,76561199031452243,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.43,None,
花式白给美少男,Vip,76561198358094086,作弊封禁,2020-03-15,Inf,16,None,None,AWP,0.05,None,
张小布训练号,None,76561199032228691,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.55,None,
BGEsports小天哥,None,76561199025827059,作弊封禁,2020-03-15,Inf,7,None,None,Desert Eagle,0.62,None,1117
Naxinfoece,Vip,76561199027097480,作弊封禁,2020-03-15,Inf,41,None,None,AK47,0.46,cache,1671
Xiao_FangF,Vip,76561198098225745,作弊封禁,2020-03-15,Inf,16,None,None,AK47,0.42,mirage,
16岁的突破口,None,76561198359313478,作弊封禁,2020-03-15,Inf,20,None,None,AWP,0.08,nuke,2101
qqaaqqaa,None,76561199025921612,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
小白枪就白给233a,None,76561199033746171,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.26,None,
究极麻辣深海鱼雷,None,76561199031722554,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.21,None,
清蒸蔡徐坤,None,76561198975678401,作弊封禁,2020-03-15,Inf,29,None,None,AWP,0.09,dust2,1770
你个星星vv,None,76561199031271253,作弊封禁,2020-03-15,Inf,15,None,None,AK47,0.21,None,1352
奥利干之王,None,76561198427180547,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
CPU_LaoLi,Vip,76561199033526593,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
你的口袋里有海绵,None,76561198271889980,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.10,dust2,1365
魔法1001,None,76561199032570154,作弊封禁,2020-03-15,Inf,10,None,None,AWP,0.16,None,
Casey-bs,None,76561199027953120,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
cw6g6mg,None,76561199031091534,作弊封禁,2020-03-15,Inf,4,None,None,SG 553,0.27,None,1087
魔法少女郭德纲哟,None,76561198431503346,作弊封禁,2020-03-15,Inf,3,None,None,Mac 10,0.50,None,1231
anlesi11,Vip,76561199028337778,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
万能青年旅店。,None,76561199004369621,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
闸总也会掉眼泪,Vip,76561198443788777,作弊封禁,2020-03-15,Inf,4,None,None,AK47,0.51,None,
老子打D就是精锐,None,76561198942935198,作弊封禁,2020-03-15,Inf,14,None,None,AUG,0.27,mirage,1373
18岁的FPS天才小汇,None,76561198854565091,作弊封禁,2020-03-15,Inf,14,None,None,AWP,0.12,dust2,1157
包菜啊,Vip,76561198954382332,作弊封禁,2020-03-15,Inf,12,None,None,AK47,0.36,dust2,1324
是凌涵妤呀ღ,None,76561199018716349,作弊封禁,2020-03-15,Inf,14,None,None,AWP,0.08,dust2,1345
重复白给,None,76561198431430492,作弊封禁,2020-03-15,Inf,39,None,None,AWP,0.13,overpass,1663
goalIyes,None,76561198360384910,作弊封禁,2020-03-15,Inf,14,None,None,AK47,0.39,inferno,1491
拔枪皮皮虾,None,76561198249834430,作弊封禁,2020-03-15,Inf,11,None,None,AK47,0.32,mirage,1861
LerB1,None,76561198416208214,作弊封禁,2020-03-15,Inf,2,None,None,M4A4,0.39,inferno,1084
vw779yj,None,76561199029733033,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.06,None,
GBenny,None,76561199030474421,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.14,None,
浅浅王-反向人,None,76561199032879647,作弊封禁,2020-03-15,Inf,29,None,None,AK47,0.95,None,
青衣在线挨打,None,76561199030586552,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.22,None,
不二悠,None,76561198154279693,作弊封禁,2020-03-15,Inf,16,None,None,AK47,0.36,inferno,1520
她真的像仙女,None,76561198330312142,作弊封禁,2020-03-15,Inf,4,None,None,AWP,0.06,None,
夜尤简QAQ,None,76561199032740281,作弊封禁,2020-03-15,Inf,9,None,None,AWP,0.15,None,
InuYaShaMUZ,None,76561197976551591,作弊封禁,2020-03-15,Inf,10,None,None,AWP,0.05,None,
Desync_Mosin,None,76561199032489867,作弊封禁,2020-03-15,Inf,15,None,None,AWP,0.08,None,
Aucfg,None,76561198991091372,作弊封禁,2020-03-15,Inf,5,None,None,None,None,None,
我就是simple啊,Vip,76561199032514272,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.68,None,1907
她説这次一定认真,None,76561199032874096,作弊封禁,2020-03-15,Inf,70,None,None,AK47,0.87,None,2253
Seven⑦,Vip,76561199030179226,作弊封禁,2020-03-15,Inf,69,None,None,AK47,0.69,mirage,2436
MAYI-KS,Vip,76561198969460022,作弊封禁,2020-03-15,Inf,12,None,None,AWP,0.07,inferno,1344
丶渡鸦,None,76561198840445002,作弊封禁,2020-03-15,Inf,25,None,None,AK47,0.37,inferno,2154
1225275212,Vip,76561198930436707,作弊封禁,2020-03-15,Inf,10,None,None,None,None,None,
我是罗鸣嘻,None,76561199031444495,作弊封禁,2020-03-15,Inf,1,None,None,Desert Eagle,0.61,None,
CPU_SanQianShi,Vip,76561199001326592,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
Breakthroughtest,None,76561199033767548,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.00,None,
母猪饲养员,Vip,76561198269136682,作弊封禁,2020-03-15,Inf,9,None,None,AWP,0.07,dust2,1410
斗鱼csgo大宝哥丶,None,76561199031208467,作弊封禁,2020-03-15,Inf,23,None,None,AWP,0.09,None,1438
没人是妳的白月光,None,76561199033266204,作弊封禁,2020-03-15,Inf,6,None,None,P90,0.25,None,
wwwwwsc1,None,76561198414595841,作弊封禁,2020-03-15,Inf,0,None,None,P90,0.21,None,
Natuare,None,76561199013202832,作弊封禁,2020-03-15,Inf,40,None,None,AK47,0.40,inferno,1045
斗鱼csgo大宝哥丶2,Vip,76561199031747936,作弊封禁,2020-03-15,Inf,24,None,None,AWP,0.07,None,1576
TopGun555,None,76561199032754371,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.55,None,
¿那咋办嘛¿,None,76561198392997060,作弊封禁,2020-03-15,Inf,5,None,None,Desert Eagle,0.38,inferno,
以枪做诀别,Vip,76561198432435416,作弊封禁,2020-03-15,Inf,5,None,None,P90,0.22,dust2,1025
秋风春雨夏,None,76561198280970779,作弊封禁,2020-03-15,Inf,4,None,None,SG 553,0.37,inferno,875
反正我比较随意,None,76561199032379421,作弊封禁,2020-03-15,Inf,16,None,None,AWP,0.30,None,
DKZYSS3,None,76561199033970163,作弊封禁,2020-03-15,Inf,8,None,None,None,None,None,
伶雪源,Vip,76561199026826899,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
0tt0,Vip,76561198392495623,作弊封禁,2020-03-15,Inf,13,None,None,AK47,0.49,dust2,
Green_Mosin,None,76561199030667068,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
发射爱心雨,None,76561198816426503,作弊封禁,2020-03-15,Inf,1,None,None,P90,0.47,None,
9811225174,None,76561198432265871,作弊封禁,2020-03-15,Inf,4,None,None,AK47,0.81,None,
徐卓徐卓徐卓,None,76561198181959697,作弊封禁,2020-03-16,Inf,7,None,None,AK47,0.42,inferno,1301
百日萌新ZzzzH,None,76561198975590756,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
阿呗,None,76561198365479821,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
1215805359,None,76561198828263813,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
Rap丶xinxin,Vip,76561198899438238,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
kennyS11111,None,76561199031452735,作弊封禁,2020-03-15,Inf,11,None,None,AWP,0.10,None,
NAVhjkh,None,76561199031186757,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.56,None,
败给少侠逍遥,None,76561199021453880,作弊封禁,2020-03-16,Inf,20,None,None,AWP,0.05,dust2,1588
ka7cbkx,None,76561199011537681,作弊封禁,2020-03-16,Inf,22,None,None,AWP,0.10,inferno,
高产母猪销售员,None,76561198922695307,作弊封禁,2020-03-15,Inf,8,None,None,AK47,0.53,overpass,1183
Izoodc,None,76561199027871817,作弊封禁,2020-03-15,Inf,6,None,None,AK47,0.40,mirage,1833
回南,None,76561198438820505,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
xie0384559,None,76561199021941209,作弊封禁,2020-03-15,Inf,17,None,None,AWP,0.09,inferno,982
Fg_520.,None,76561198416794181,作弊封禁,2020-03-15,Inf,6,None,None,AK47,0.44,dust2,477
老六狙击手,None,76561197963439144,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
JuanX,Vip,76561199022612152,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.32,None,
中路白给王i,Vip,76561199016209865,作弊封禁,2020-03-15,Inf,33,None,None,AWP,0.11,train,1282
斗鱼csgo大宝哥乄,None,76561199032064752,作弊封禁,2020-03-15,Inf,24,None,None,AWP,0.05,None,1989
幼稚园第一喷子,None,76561199023140003,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
斗鱼csgo大宝哥,None,76561199014911302,作弊封禁,2020-03-15,Inf,12,None,None,None,None,None,
妳也不是我の救赎,None,76561199033396509,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.17,None,
小凯弟弟3,None,76561199030474007,作弊封禁,2020-03-15,Inf,10,None,None,AWP,0.03,None,
3hero,None,76561198125610716,作弊封禁,2020-03-15,Inf,12,None,None,AWP,0.02,None,2218
梓豪000616,None,76561198440164707,作弊封禁,2020-03-15,Inf,13,None,None,AK47,0.35,mirage,2190
唧唧够也有梦想,None,76561199031256788,作弊封禁,2020-03-15,Inf,9,None,None,AWP,0.16,inferno,1510
沙城白给王Lenjis,None,76561198424796064,作弊封禁,2020-03-15,Inf,31,None,None,AK47,0.45,inferno,1280
柳lin风,None,76561198381861018,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.42,None,437
你急了急了,None,76561199030576308,作弊封禁,2020-03-15,Inf,14,None,None,AK47,0.41,None,2006
违规用户名_svip_vr9zei,None,76561199032256148,作弊封禁,2020-03-15,Inf,10,None,None,SG 553,0.86,None,
balisense,None,76561199030422389,作弊封禁,2020-03-15,Inf,8,None,None,None,None,None,
RecklessPL,None,76561198967477205,作弊封禁,2020-03-15,Inf,11,None,None,None,None,None,
专属客服,None,76561199032815128,作弊封禁,2020-03-15,Inf,18,None,None,None,None,None,
BlaytSuka.,Vip,76561199020131960,作弊封禁,2020-03-16,Inf,34,None,None,AK47,0.46,mirage,
廖玮奇,None,76561199013109654,作弊封禁,2020-03-15,Inf,10,None,None,AWP,0.12,inferno,1061
亦然7,None,76561199031299943,作弊封禁,2020-03-16,Inf,13,None,None,AWP,0.09,mirage,1542
DylanKeith,None,76561198986330265,作弊封禁,2020-03-16,Inf,6,None,None,AWP,0.07,inferno,1088
kbnevlo6722882,None,76561199025698165,作弊封禁,2020-03-16,Inf,16,None,None,AK47,0.36,mirage,734
秋梨膏别打头,None,76561199032450453,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
君不如丶丶丶,None,76561199032477867,作弊封禁,2020-03-16,Inf,6,None,None,AWP,0.14,None,1755
电脑玩家卢本伟uu,None,76561198430459329,作弊封禁,2020-03-16,Inf,2,None,None,M4A4,0.50,None,
剃头匠Kriskyle,None,76561199033635614,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
Rting有点高,None,76561199030658560,作弊封禁,2020-03-16,Inf,32,None,None,SG 553,0.64,None,1721
Eaxit,None,76561198399461773,作弊封禁,2020-03-16,Inf,29,None,None,AK47,0.47,mirage,1329
xiexie你,None,76561199011548627,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
老八没措世界的错,None,76561199032343605,作弊封禁,2020-03-16,Inf,10,None,None,AK47,0.69,None,
owenlhj004,None,76561198848745702,作弊封禁,2020-03-16,Inf,20,None,None,Zeus x27,0.00,None,
电脑玩家junie,None,76561198858698514,作弊封禁,2020-03-16,Inf,2,None,None,AK47,0.60,None,
pv5c4kc,None,76561199031052614,作弊封禁,2020-03-16,Inf,2,None,None,AK47,1.00,None,
普陀朴宰范,None,76561199032494937,作弊封禁,2020-03-16,Inf,9,None,None,Zeus x27,0.00,None,1426
孙晓城,None,76561198811648229,作弊封禁,2020-03-16,Inf,3,None,None,None,None,None,
年轻人-mowang,None,76561199030598938,作弊封禁,2020-03-16,Inf,6,None,None,AWP,0.05,None,
Markll型爱国者,Vip,76561198399177334,作弊封禁,2020-03-16,Inf,3,None,None,AK47,0.23,inferno,1220
雀雀大,None,76561198892067442,作弊封禁,2020-03-16,Inf,36,None,None,SG 553,0.58,mirage,2276
gelan19670615,None,76561199030170112,作弊封禁,2020-03-16,Inf,1,None,None,AK47,0.40,None,
不会说话别BB,None,76561199033557129,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
电脑玩家Qz.,None,76561199030714225,作弊封禁,2020-03-16,Inf,2,None,None,AWP,0.06,None,
给阿听起把枪,None,76561199029646696,作弊封禁,2020-03-16,Inf,3,None,None,AWP,0.00,None,
zys18a,None,76561199026274425,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
是他不是石头,Vip,76561198366864524,作弊封禁,2020-03-16,Inf,9,None,None,AWP,0.09,dust2,1820
hsgccy9989,Vip,76561198842792487,作弊封禁,2020-03-16,Inf,3,None,None,None,None,None,
年轻人-wangmo,None,76561199032470622,作弊封禁,2020-03-16,Inf,5,None,None,Zeus x27,0.00,None,
JChenY,None,76561198824781680,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.00,None,
大熊Zzz,None,76561198806650491,作弊封禁,2020-03-16,Inf,5,None,None,CT SCAR20,0.12,mirage,
不让放呲花,Vip,76561199013431085,作弊封禁,2020-03-16,Inf,26,None,None,AWP,0.21,None,2058
dgy384387548,None,76561198989380977,作弊封禁,2020-03-16,Inf,3,None,None,AK47,0.55,None,
DivingK,None,76561198320700155,作弊封禁,2020-03-16,Inf,11,None,None,AWP,0.11,inferno,1970
睡不着⠀☁,None,76561198873781759,作弊封禁,2020-03-16,Inf,11,None,None,AK47,0.35,mirage,1344
amensia,Vip,76561198842197430,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.13,None,
灾厄乐师丶槐诗,None,76561199013268755,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
电竞毒瘤五五开-,Vip,76561198966573230,作弊封禁,2020-03-16,Inf,44,None,None,AWP,0.08,dust2,2029
JRR003,None,76561198871170880,作弊封禁,2020-03-16,Inf,7,None,None,AK47,0.29,inferno,764
V1ONEz,None,76561198821265316,作弊封禁,2020-03-16,Inf,7,None,None,AK47,0.32,dust2,1426
潇潇棒的吖,None,76561199012222117,作弊封禁,2020-03-16,Inf,17,None,None,AWP,0.09,dust2,
l964411bv,None,76561199030883411,作弊封禁,2020-03-16,Inf,1,None,None,AK47,0.51,None,
弟王行为,None,76561198804974087,作弊封禁,2020-03-16,Inf,12,None,None,AWP,0.10,dust2,1375
3300808227,None,76561198872630099,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.40,inferno,848
我的号叼吗,None,76561199018830594,作弊封禁,2020-03-16,Inf,15,None,None,AWP,0.12,dust2,
thekenys,Vip,76561199031571285,作弊封禁,2020-03-16,Inf,6,None,None,M4A4,0.49,inferno,1098
谁为了谁辜负了谁,None,76561198358655313,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.44,inferno,1250
GODWzz,None,76561198426716877,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.00,None,
琛哥真强哇,None,76561198378426406,作弊封禁,2020-03-16,Inf,1,None,None,AK47,0.26,None,
生化魔人,None,76561198885393584,作弊封禁,2020-03-16,Inf,6,None,None,AK47,0.49,None,
坐下吧弟弟们,None,76561199031507146,作弊封禁,2020-03-16,Inf,5,None,None,AK47,0.49,None,1909
WingsR,None,76561198218958996,作弊封禁,2020-03-16,Inf,0,None,None,SG 553,0.46,dust2,622
木子ri,None,76561199032610845,作弊封禁,2020-03-16,Inf,4,None,None,AUG,0.20,None,1280
♛海淀陈冠希♛,Vip,76561198151748703,作弊封禁,2020-03-16,Inf,34,None,None,SG 553,0.27,dust2,1817
hello_Sampl21,None,76561199033275202,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
xxx_jun,None,76561199025791143,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
isaa,None,76561199000068342,作弊封禁,2020-03-16,Inf,1,None,None,MP7,0.13,None,
杨恬萍,None,76561199012602302,作弊封禁,2020-03-16,Inf,11,None,None,AK47,0.48,None,1206
头部按摩技师,None,76561199032029940,作弊封禁,2020-03-16,Inf,6,None,None,AK47,0.45,None,
对枪没赢过qaq,None,76561199033571679,作弊封禁,2020-03-16,Inf,18,None,None,SG 553,0.48,None,
我可lihai了,None,76561199029254907,作弊封禁,2020-03-16,Inf,11,None,None,None,None,None,
LDLC·ALEX,None,76561199012608474,作弊封禁,2020-03-16,Inf,7,None,None,AK47,0.93,None,
Tata有点渣,None,76561198842470046,作弊封禁,2020-03-16,Inf,27,None,None,AK47,0.35,inferno,864
sqxboom,None,76561199033808072,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
想啃子豪的脚皮,None,76561199033047372,作弊封禁,2020-03-16,Inf,13,None,None,AWP,0.00,None,
舔批老妖怪,None,76561198358998745,作弊封禁,2020-03-16,Inf,3,None,None,AK47,0.41,dust2,
违规用户名_46273833tryjm,None,76561199032209967,作弊封禁,2020-03-16,Inf,3,None,None,AWP,0.10,None,
JAME☠,None,76561198994935448,作弊封禁,2020-03-16,Inf,5,None,None,SG 553,0.41,mirage,
最喜欢69了,None,76561199033461809,作弊封禁,2020-03-16,Inf,2,None,None,Desert Eagle,0.73,None,
虎牙酒言,None,76561199032350651,作弊封禁,2020-03-16,Inf,3,None,None,AWP,0.03,None,
s4Vb7L,None,76561199033997161,作弊封禁,2020-03-16,Inf,33,None,None,G3SG1(T),0.87,None,1481
lloq3,None,76561199034042039,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
小主播丿,None,76561199033371487,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
Nick_L0003,None,76561199032926939,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
bt5v4h,None,76561199030964187,作弊封禁,2020-03-16,Inf,2,None,None,AK47,0.97,None,
A55555A,None,76561199033546341,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
不拼刀只锁头,None,76561199033768770,作弊封禁,2020-03-16,Inf,7,None,None,SG 553,1.00,None,
S1mple_L,None,76561199033870805,作弊封禁,2020-03-16,Inf,5,None,None,AWP,0.10,None,
toyangshome,None,76561198999110984,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
就问你怕了么,None,76561199030830296,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.05,None,1569
兴澄,None,76561199031580100,作弊封禁,2020-03-16,Inf,3,None,None,None,None,None,
久待故人倾,None,76561198405445156,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
我是白给凉冰,None,76561198980039031,作弊封禁,2020-03-16,Inf,24,None,None,AWP,0.10,dust2,954
白给青蛙233,None,76561199026091669,作弊封禁,2020-03-16,Inf,3,None,None,None,None,None,
✪nurAhmat77,None,76561198995717249,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.11,None,
问卿哪得卿如意,None,76561198853991081,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
满船清梦压星河—,None,76561199032379240,作弊封禁,2020-03-16,Inf,5,None,None,AWP,0.13,None,
真实狙神Qennys,None,76561199029201964,作弊封禁,2020-03-16,Inf,16,None,None,AK47,0.51,None,1068
八八八,None,76561198852860840,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.47,None,
魔法少女小圆啊,None,76561198818784300,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
一看你就是好人,None,76561199010326599,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.07,None,
至尊宝666,None,76561199031775134,作弊封禁,2020-03-16,Inf,4,None,None,Desert Eagle,0.71,None,
佛系算命师,None,76561198445299891,作弊封禁,2020-03-16,Inf,2,None,None,AWP,0.11,None,
装碧贩子,None,76561198369627467,作弊封禁,2020-03-16,Inf,6,None,None,AWP,0.12,dust2,1178
余音环绕,None,76561198968884099,作弊封禁,2020-03-16,Inf,16,None,None,AK47,0.62,dust2,
一言不合就开转⚡,Vip,76561199030048835,作弊封禁,2020-03-16,Inf,54,None,None,SSG08,0.88,None,2043
RAYS58337,None,76561199027056169,作弊封禁,2020-03-16,Inf,11,None,None,MP9,0.35,dust2,1119
这机制看我就懂了,None,76561199029894638,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
你的luckyboy,None,76561198999110852,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
You_can_you_up,None,76561199011687129,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
monster_bg,None,76561198862172841,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
fuzhu裙1030310415,None,76561199030236858,作弊封禁,2020-03-16,Inf,3,None,None,G3SG1(T),1.00,None,
꧁马云꧂,None,76561199033929086,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
Massacre雾月,Vip,76561199009607795,作弊封禁,2020-03-16,Inf,1,None,None,AK47,0.50,None,
桔梗，，,None,76561199032496735,作弊封禁,2020-03-16,Inf,8,None,None,SG 553,0.63,None,
霹雳金刚皮皮锤,Vip,76561198147944639,作弊封禁,2020-03-16,Inf,2,None,None,SG 553,0.73,None,
十四一,Vip,76561199032754272,作弊封禁,2020-03-16,Inf,89,None,None,AK47,0.88,None,2339
拉斐尔桑西⚡,None,76561199031835204,作弊封禁,2020-03-16,Inf,69,None,None,SG 553,0.73,None,2165
FPS爱好者LjNk8,None,76561199034102321,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
也就炸炸你们,None,76561199028248282,作弊封禁,2020-03-16,Inf,3,None,None,Desert Eagle,0.53,None,
给我一个理由好,None,76561199032525697,作弊封禁,2020-03-16,Inf,6,None,None,None,None,None,
鞍山中电棍,None,76561199033975108,作弊封禁,2020-03-16,Inf,7,None,None,None,None,None,
RDDC,None,76561199024556025,作弊封禁,2020-03-16,Inf,0,None,None,UMP,0.29,None,
卢老爷、、、,None,76561199034077380,作弊封禁,2020-03-16,Inf,34,None,None,SG 553,0.46,None,1597
猴赛雷看nm,None,76561198950876985,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
17818CM,None,76561199033630634,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
十八岁顶级突破手,None,76561199031841382,作弊封禁,2020-03-16,Inf,10,None,None,AK47,0.59,None,
剑叩天门,None,76561199033114811,作弊封禁,2020-03-16,Inf,6,None,None,AWP,0.14,None,
