name,player_type,steam_id,reason,banned_time,release,complaint_times,register_days,playing_hours,best_weapon,best_weapon_heatshot,best_map,score
Darling呀ღ,None,76561198976945322,作弊封禁,2020-03-16,Inf,15,None,None,AWP,0.12,mirage,1080
炽念,None,76561198985207868,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
kana_momonogi,None,76561199032413956,作弊封禁,2020-03-16,Inf,9,None,None,None,None,None,
你TM叫夏洛呀,None,76561199032843780,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
Xxxqiuqiutacion,None,76561199031279668,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.27,None,
番薯b,None,76561199026884995,作弊封禁,2020-03-16,Inf,50,None,None,AK47,0.35,dust2,
TeresaLittle,None,76561199032373842,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
你是鸡脖怪,None,76561198308406238,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
fute060310,None,76561199026300530,作弊封禁,2020-03-16,Inf,10,None,None,MP9,0.47,dust2,1446
小轩爱过,Vip,76561199027888996,作弊封禁,2020-03-16,Inf,16,None,None,AK47,0.45,inferno,1527
虎牙直播老七,None,76561199032862958,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.25,None,
Amo丶4,None,76561199032260209,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.74,None,803
Aluseawa.,None,76561199029686971,作弊封禁,2020-03-16,Inf,0,None,None,Galil,0.40,None,
茄式狙击手,None,76561199033074538,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
sd491502,Vip,76561198158143626,作弊封禁,2020-03-16,Inf,10,None,None,P90,0.28,dust2,
"hi,你的益达",None,76561199028252634,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.79,None,
别指挥能赢,Vip,76561199031419699,作弊封禁,2020-03-16,Inf,1,None,None,XM1014,0.48,None,1402
人体描边大师-。=,None,76561199033836414,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
Sprite..,None,76561199032390263,作弊封禁,2020-03-16,Inf,7,None,None,AK47,0.55,None,
暴躁少年郭德纲,None,76561199033625242,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
我是五一呀,None,76561198976458227,作弊封禁,2020-03-16,Inf,9,None,None,AK47,0.33,mirage,2126
恐馁跃且,None,76561199025397310,作弊封禁,2020-03-16,Inf,13,None,None,Desert Eagle,0.86,None,
HwaS1n,None,76561198961493708,作弊封禁,2020-03-16,Inf,4,None,None,AK47,0.43,mirage,2165
打不过敌人,None,76561199027119669,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
保护二次元！,Vip,76561199026042239,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
shtlrim0696889,None,76561199030679119,作弊封禁,2020-03-16,Inf,6,None,None,None,None,None,
我是菜B中的菜B,None,76561199028458270,作弊封禁,2020-03-16,Inf,10,None,None,None,None,None,
juv65s,None,76561199029853718,作弊封禁,2020-03-16,Inf,19,None,None,AK47,0.34,None,2064
我爱旺仔啊啊啊,None,76561198848437942,作弊封禁,2020-03-16,Inf,5,None,None,None,None,None,
GhostGod7,None,76561198876130135,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
今天对面开了吗,None,76561199034023375,作弊封禁,2020-03-16,Inf,5,None,None,None,None,None,
不要再演我了,None,76561199032291900,作弊封禁,2020-03-15,Inf,44,None,None,Bizon,0.64,None,
enb¿,None,76561199032428264,作弊封禁,2020-03-15,Inf,6,None,None,AK47,0.72,None,
爆头机器Yeezy,None,76561198367839400,作弊封禁,2020-03-15,Inf,5,None,None,AWP,0.07,None,
simple.l,None,76561198298531142,作弊封禁,2020-03-15,Inf,15,None,None,AWP,0.11,dust2,1255
loneIy,None,76561199032477828,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.35,None,
zhayu1hao,None,76561199027279118,作弊封禁,2020-03-15,Inf,18,None,None,AWP,0.04,None,
祝应慧玲天天开心,None,76561199031383665,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
谢子,None,76561198380143031,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.44,None,1014
城穆痛禾,None,76561199022575265,作弊封禁,2020-03-15,Inf,10,None,None,AWP,0.30,None,1513
god59,None,76561199031922695,作弊封禁,2020-03-15,Inf,15,None,None,SG 553,0.54,None,1491
佐耳Yeras,Vip,76561198865029607,作弊封禁,2020-03-15,Inf,10,None,None,AWP,0.11,dust2,1284
铃兰顶点多摩雄,None,76561199022126493,作弊封禁,2020-03-15,Inf,16,None,None,AWP,0.08,train,1609
nice6JoveM,Vip,76561198995118535,作弊封禁,2020-03-15,Inf,55,None,None,AK47,0.43,overpass,2226
贪睡谦谦,None,76561199009997762,作弊封禁,2020-03-15,Inf,13,None,None,P90,0.37,overpass,
fq2s6ar1r6_yh1wbig,None,76561199026555738,作弊封禁,2020-03-15,Inf,6,None,None,AK47,0.58,dust2,1880
nukmjybz3794630,None,76561199005631411,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
大家的好babaAB,None,76561199029594886,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.38,None,
lwbh100963,Vip,76561199025363815,作弊封禁,2020-03-15,Inf,44,None,None,AK47,0.50,dust2,999
虎背熊腰御姐心,None,76561199031809000,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.28,None,
全国花样嘘嘘冠军,None,76561198373035350,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
黑羽之心,None,76561199031479683,作弊封禁,2020-03-15,Inf,33,None,None,AK47,0.35,mirage,1984
Akoo❀,None,76561199030881989,作弊封禁,2020-03-15,Inf,16,None,None,SG 553,0.45,None,1934
tjne384088,None,76561199029224938,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.68,None,1360
雷中之雨,None,76561198281471846,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.48,dust2,973
打不过就举报呗？,None,76561198811019756,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
陈里的月光.,None,76561198895118640,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.38,dust2,1377
"hei,你的益达",None,76561199032423558,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
低级演员BoomFish,None,76561199031770303,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.08,None,
、打爆你的蛋儿,None,76561198301362919,作弊封禁,2020-03-15,Inf,15,None,None,P90,0.33,dust2,
G1n$eng,None,76561199032099244,作弊封禁,2020-03-15,Inf,0,None,None,P2000,0.40,None,
我有枪一杆,None,76561199027104432,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
维NI熊,None,76561199030574602,作弊封禁,2020-03-15,Inf,12,None,None,AK47,0.78,None,1770
国产凌凌柒,None,76561198425004142,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
Wyang丶,Vip,76561198928320603,作弊封禁,2020-03-15,Inf,1,None,None,AUG,0.27,None,475
CSGOOK？,None,76561199027894853,作弊封禁,2020-03-15,Inf,2,None,None,P90,0.44,dust2,1467
p1p1p1,None,76561199033673689,作弊封禁,2020-03-15,Inf,5,None,None,None,None,None,
51Wdnmd,None,76561199032223927,作弊封禁,2020-03-15,Inf,5,None,None,MP9,0.63,None,
JustFreedom,None,76561198316478120,作弊封禁,2020-03-15,Inf,24,None,None,AK47,0.40,cbble,1722
asd1234566,None,76561199031247238,作弊封禁,2020-03-15,Inf,13,None,None,M4A4,0.36,None,1069
满眼星辰大海,None,76561198969790228,作弊封禁,2020-03-15,Inf,6,None,None,AUG,0.24,mirage,818
天，,Vip,76561198991237560,作弊封禁,2020-03-15,Inf,39,None,None,AWP,0.10,mirage,1107
PoisonousSnake,None,76561198107315455,作弊封禁,2020-03-15,Inf,52,None,None,AWP,0.13,train,2055
新生弟弟,None,76561199025939282,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.44,None,1303
jinxlzw,None,76561198413925357,作弊封禁,2020-03-15,Inf,15,None,None,AK47,0.28,mirage,820
相信爱情？,None,76561199031473282,作弊封禁,2020-03-15,Inf,6,None,None,AK47,0.53,None,
TheGodQz,None,76561199028419030,作弊封禁,2020-03-15,Inf,16,None,None,AWP,0.23,None,
菠萝赛东的老公,None,76561198855953576,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.56,inferno,1124
白给少年真就一枪,None,76561199032917711,作弊封禁,2020-03-15,Inf,7,None,None,AK47,0.59,None,1147
1870777772,None,76561198382965277,作弊封禁,2020-03-15,Inf,33,None,None,AK47,0.53,inferno,1982
泽泽v-,None,76561198995493871,作弊封禁,2020-03-15,Inf,19,None,None,SG 553,0.66,None,2292
xunpaizong19850411,None,76561199030457035,作弊封禁,2020-03-15,Inf,1,None,None,MP7,0.71,None,
SS高手MM,None,76561198819860756,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
BBBER3,None,76561199023492887,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.45,dust2,
QKAkofk′Sky,None,76561198795472385,作弊封禁,2020-03-15,Inf,22,None,None,AWP,0.07,inferno,1232
人贩子哇,None,76561198883482567,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
槐故,None,76561198355739688,作弊封禁,2020-03-15,Inf,0,None,None,SG 553,0.36,dust2,550
是晓梁啊,Vip,76561198278462500,作弊封禁,2020-03-15,Inf,15,None,None,Zeus x27,0.00,None,
s46pxj,None,76561199026916364,作弊封禁,2020-03-15,Inf,36,None,None,SG 553,0.27,mirage,1082
孔泽琴,None,76561199013159543,作弊封禁,2020-03-15,Inf,5,None,None,P90,0.56,None,
保安队晏不举,None,76561199032386533,作弊封禁,2020-03-15,Inf,4,None,None,Zeus x27,0.00,None,
伟诤讯蹈,None,76561199025454887,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
来嘛，来嘛！！,None,76561199031281227,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.50,None,
戚家十六口,None,76561199033517844,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.73,None,
karull83454143,Vip,76561199020110275,作弊封禁,2020-03-15,Inf,41,None,None,AK47,0.41,dust2,2006
你们C我露头GG,None,76561199028358340,作弊封禁,2020-03-15,Inf,8,None,None,AK47,0.39,dust2,1188
panwei666,None,76561198420883159,作弊封禁,2020-03-15,Inf,24,None,None,AK47,0.40,mirage,1593
webbms,Vip,76561199032578785,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
爆头王肖恩,None,76561199029769882,作弊封禁,2020-03-15,Inf,35,None,None,AK47,0.81,None,1737
dy小风啊,None,76561199032552529,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
温州第壹自由人,None,76561199030151991,作弊封禁,2020-03-15,Inf,8,None,None,SG 553,0.37,None,1227
青春猪头我情敌,Vip,76561198805948179,作弊封禁,2020-03-15,Inf,21,None,None,SG 553,0.43,mirage,1427
走路都不会走,None,76561199032490808,作弊封禁,2020-03-15,Inf,2,None,None,SG 553,0.56,None,
买好不走新手营,None,76561199032326338,作弊封禁,2020-03-15,Inf,2,None,None,AUG,0.38,None,
zezeo.o,None,76561198261382892,作弊封禁,2020-03-15,Inf,22,None,None,AK47,0.46,mirage,
专业陪玩+Q,None,76561199031874129,作弊封禁,2020-03-15,Inf,16,None,None,AK47,0.59,None,1380
电脑玩家常规大师,None,76561199029444472,作弊封禁,2020-03-15,Inf,32,None,None,SG 553,0.62,None,1598
FUFU111,None,76561199031391642,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.52,None,1217
lbw被飞机秒,None,76561199033410053,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.32,None,
卢本伟牛比6666666,None,76561199032977871,作弊封禁,2020-03-15,Inf,16,None,None,AK47,0.39,None,1759
takedam1,None,76561199008968972,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
Big大大番茄,None,76561198936286141,作弊封禁,2020-03-15,Inf,36,None,None,AWP,0.08,dust2,1453
Nata丶,None,76561198395115364,作弊封禁,2020-03-15,Inf,9,None,None,AK47,0.36,inferno,
gowt410,None,76561199025910473,作弊封禁,2020-03-15,Inf,3,None,None,SG 553,0.43,None,1264
8htfbd,None,76561199004573265,作弊封禁,2020-03-15,Inf,11,None,None,AK47,0.55,mirage,1716
一梦半生长,Vip,76561198817312151,作弊封禁,2020-03-15,Inf,25,None,None,AWP,0.14,inferno,1121
上叁,None,76561198306393851,作弊封禁,2020-03-15,Inf,4,None,None,AK47,0.48,inferno,734
abbyle,None,76561198438196667,作弊封禁,2020-03-15,Inf,0,None,None,GLOCK,0.50,None,
T一一bag,None,76561199021772853,作弊封禁,2020-03-15,Inf,52,None,None,AK47,0.61,dust2,2101
咖喱给给欧丽万,None,76561199027452843,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.28,None,
别问...问就是菜,None,76561199032115385,作弊封禁,2020-03-15,Inf,11,None,None,P90,0.61,None,
33fjncw,Vip,76561199005750303,作弊封禁,2020-03-15,Inf,27,None,None,AWP,0.11,inferno,1689
TJ.彭于晏,None,76561199025173007,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
穷酸哈蟆,None,76561197961299129,作弊封禁,2020-03-15,Inf,1,None,None,SG 553,0.38,None,1668
The_Gun,None,76561198812799343,作弊封禁,2020-03-15,Inf,9,None,None,AK47,0.49,dust2,1112
Miracl.,None,76561198797090764,作弊封禁,2020-03-15,Inf,48,None,None,AWP,0.09,cache,
唯爱玉,Vip,76561198298208662,作弊封禁,2020-03-15,Inf,1,None,None,Negev,0.26,None,
51是真的nt,None,76561199032582215,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.10,None,
xm6997,None,76561199002073956,作弊封禁,2020-03-15,Inf,8,None,None,None,None,None,
OMG_DP-QGG,Vip,76561198797723526,作弊封禁,2020-03-15,Inf,11,None,None,AK47,0.44,inferno,1133
好多年没玩了,None,76561198387290224,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
DRMakiSE,None,76561198407192761,作弊封禁,2020-03-15,Inf,5,None,None,AWP,0.07,inferno,1342
炸鱼一号机,None,76561199031441940,作弊封禁,2020-03-15,Inf,7,None,None,P90,0.74,None,
卡尔·DBLL,None,76561199031324043,作弊封禁,2020-03-15,Inf,8,None,None,AK47,0.67,None,1753
冲峰派大星,None,76561199013443348,作弊封禁,2020-03-15,Inf,19,None,None,AK47,0.36,inferno,1047
baigeijiuduile,None,76561199030006059,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
风月同天.,None,76561198365020953,作弊封禁,2020-03-15,Inf,14,None,None,SG 553,0.88,None,
sutong1250624,None,76561199022779556,作弊封禁,2020-03-15,Inf,10,None,None,Galil,0.46,dust2,844
小红脸,None,76561198427599833,作弊封禁,2020-03-15,Inf,41,None,None,SG 553,0.35,nuke,1551
绿毛杰尼龟,None,76561198431115190,作弊封禁,2020-03-15,Inf,9,None,None,AK47,0.64,mirage,1249
sbFDD,None,76561199032131748,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.43,None,1046
华润干啦王,None,76561199032243479,作弊封禁,2020-03-15,Inf,14,None,None,AK47,0.75,None,1734
晓歌zzz,None,76561199032671929,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.66,None,
动力丶火锅,None,76561198983684915,作弊封禁,2020-03-15,Inf,18,None,None,SG 553,0.37,mirage,992
Navi`Zywoo,None,76561199030863758,作弊封禁,2020-03-15,Inf,0,None,None,AWP,0.23,None,
你知道kzking吗,None,76561199031529152,作弊封禁,2020-03-15,Inf,6,None,None,Zeus x27,0.00,None,
我又来炸鱼咯.,None,76561199032181564,作弊封禁,2020-03-15,Inf,9,None,None,P90,0.81,None,
慢慢等123,None,76561199029497530,作弊封禁,2020-03-15,Inf,24,None,None,AK47,0.55,inferno,1512
rtbxjeh,None,76561199027379395,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.36,None,653
白给余生,None,76561199032574825,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.28,None,
清弦QX,None,76561199031359429,作弊封禁,2020-03-15,Inf,17,None,None,AWP,0.07,None,
良好de游戏环境,None,76561199031634101,作弊封禁,2020-03-15,Inf,21,None,None,Zeus x27,0.00,None,
HJZ你曹哥,None,76561199032118840,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.45,None,
你行你也叫葛文理,None,76561199024491045,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.36,dust2,1425
GxlNIUBI,None,76561198877204951,作弊封禁,2020-03-15,Inf,21,None,None,AK47,0.29,inferno,1246
正面男孩－,None,76561198428520456,作弊封禁,2020-03-15,Inf,18,None,None,AK47,0.46,dust2,2354
不是我的救赎2,None,76561199033799346,作弊封禁,2020-03-15,Inf,0,None,None,AWP,0.06,None,
血腥莫夫,None,76561199031247299,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
盐焗海螺,None,76561199032339252,作弊封禁,2020-03-15,Inf,7,None,None,AK47,0.39,None,
Sillyboy.,Vip,76561198439593442,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.44,overpass,1327
天才白给少鲶,None,76561198885182232,作弊封禁,2020-03-15,Inf,20,None,None,AWP,0.11,inferno,1007
眯眯眼男孩NiKo,Vip,76561199003598160,作弊封禁,2020-03-15,Inf,9,None,None,AK47,0.38,None,
一枪一个小朋,None,76561198810239207,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.51,None,1591
进击的男孩,None,76561198097036696,作弊封禁,2020-03-15,Inf,14,None,None,AK47,0.49,None,
世胖植妓,None,76561199029019314,作弊封禁,2020-03-15,Inf,9,None,None,AK47,0.60,None,
叫我大表哥哟,None,76561199029794692,作弊封禁,2020-03-15,Inf,2,None,None,MP9,0.33,None,
痛击对手腹部,None,76561198405061477,作弊封禁,2020-03-15,Inf,4,None,None,SG 553,0.27,mirage,
日化十,Vip,76561199008359370,作弊封禁,2020-03-15,Inf,15,None,None,Negev,0.28,mirage,1053
金枪镶钻,Vip,76561198832733434,作弊封禁,2020-03-15,Inf,8,None,None,AWP,0.11,dust2,
隔壁灬老陈,None,76561199027511508,作弊封禁,2020-03-15,Inf,8,None,None,SG 553,0.27,None,
吕和璧,None,76561199013287291,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.35,None,
打不过举报,None,76561199029966587,作弊封禁,2020-03-15,Inf,7,None,None,AK47,0.24,None,
超级加倍Q123,None,76561199026843083,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
芜湖男tong大司马,Vip,76561198255400775,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
宜川CS希望,None,76561199032505242,作弊封禁,2020-03-15,Inf,19,None,None,AWP,0.31,None,1808
入股好好干,None,76561199032777164,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.26,None,
哥哥的舌头好快,None,76561199017923340,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
c9的Shroud本人丨,Vip,76561198361197640,作弊封禁,2020-03-15,Inf,18,None,None,AK47,0.48,dust2,2166
刘聪KEL,None,76561199029966679,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.50,None,
plmmlookme,None,76561198900469702,作弊封禁,2020-03-15,Inf,11,None,None,M4A4,0.44,inferno,541
siple666,Vip,76561199013281432,作弊封禁,2020-03-15,Inf,46,None,None,AK47,0.64,mirage,
w807937554,None,76561198102445227,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.44,mirage,
开镜就是你,Vip,76561198954626518,作弊封禁,2020-03-15,Inf,46,None,None,AK47,0.35,cache,
蓝田玉。,None,76561199019120867,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
HY-阿滔,None,76561198866568118,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
ClintTM,Vip,76561198142532505,作弊封禁,2020-03-15,Inf,33,None,None,AWP,0.09,inferno,
白给茄王奥里给,None,76561198313194965,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.41,overpass,
武然成仙,None,76561198805503813,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
初晨。,None,76561199023780108,作弊封禁,2020-03-15,Inf,7,None,None,AK47,0.70,None,
NAZA❤,None,76561199032452163,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.55,None,
Lutrme,None,76561198207934675,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.32,dust2,
对魔忍,None,76561198100101948,作弊封禁,2020-03-15,Inf,6,None,None,AWP,0.07,dust2,641
LilYee,None,76561199027663251,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.63,None,
$CKing¥,None,76561198799501041,作弊封禁,2020-03-15,Inf,21,None,None,AK47,0.80,None,1953
林艺鹏,None,76561198376646663,作弊封禁,2020-03-15,Inf,37,None,None,AWP,0.14,dust2,
holdmybear,None,76561199025926992,作弊封禁,2020-03-15,Inf,18,None,None,AK47,0.46,None,1371
断电康复室,None,76561199028348375,作弊封禁,2020-03-15,Inf,12,None,None,AK47,0.57,None,
用户名也是瞎取的,None,76561199033368698,作弊封禁,2020-03-15,Inf,2,None,None,AWP,0.03,None,
CNPIZAZZ-阿耀,None,76561198256966082,作弊封禁,2020-03-15,Inf,17,None,None,AWP,0.10,inferno,2033
宝贝吉吉酱,None,76561199032359516,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.62,None,
China白给酱,None,76561199022312489,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.36,inferno,
ha8e2t,Vip,76561199013923040,作弊封禁,2020-03-15,Inf,13,None,None,SG 553,0.32,overpass,
超常规自由人,Vip,76561199030844481,作弊封禁,2020-03-15,Inf,5,None,None,SG 553,0.38,None,
lessnessjc,None,76561198797895517,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
Yang-gsn,None,76561199029713703,作弊封禁,2020-03-15,Inf,12,None,None,AWP,0.15,None,1181
5岁奥特Q,None,76561199026673363,作弊封禁,2020-03-15,Inf,11,None,None,AK47,0.47,inferno,445
TiAmo土豆,None,76561199026391190,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.51,None,306
冠军MoMo,None,76561199031882724,作弊封禁,2020-03-15,Inf,2,None,None,AWP,0.10,None,1183
vued3bf,None,76561199031140552,作弊封禁,2020-03-15,Inf,11,None,None,P90,0.46,None,
C.T.R.U,None,76561198041867937,作弊封禁,2020-03-15,Inf,2,None,None,M4A1 Silencer On,0.14,None,
1+的饲养员,None,76561198849479703,作弊封禁,2020-03-15,Inf,21,None,None,SG 553,0.39,dust2,
给我起个甲,None,76561198821334637,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.11,dust2,805
J白给沙鹰你敢要,Vip,76561198844989903,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
aaaaawei1,None,76561198401675282,作弊封禁,2020-03-15,Inf,5,None,None,AWP,0.11,inferno,606
kqjk290072,None,76561199026183377,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.75,None,
裸睡天依,None,76561198375335892,作弊封禁,2020-03-15,Inf,6,None,None,AWP,0.07,inferno,881
Inconstant,Vip,76561198844866590,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
魔鬼斩,None,76561198817281760,作弊封禁,2020-03-15,Inf,13,None,None,AWP,0.08,dust2,
BLcan,None,76561198370701484,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.40,mirage,971
湖人总经理蔡徐坤,None,76561199020750469,作弊封禁,2020-03-15,Inf,14,None,None,AWP,0.08,inferno,521
十堰丶陈无敌,None,76561199015066646,作弊封禁,2020-03-15,Inf,46,None,None,AK47,0.48,inferno,2019
1219丶不寂寞,None,76561199021549567,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
周凝思,None,76561199012869728,作弊封禁,2020-03-15,Inf,12,None,None,M4A4,0.32,mirage,1748
正直博,None,76561199031198640,作弊封禁,2020-03-15,Inf,19,None,None,AK47,0.53,mirage,1231
ANLAPIG,None,76561199032502948,作弊封禁,2020-03-15,Inf,4,None,None,AK47,0.36,None,840
想吃糖嘛,None,76561198856749715,作弊封禁,2020-03-15,Inf,13,None,None,AWP,0.11,mirage,
Lisa是人间天使,Vip,76561198999604937,作弊封禁,2020-03-15,Inf,63,None,None,AK47,0.40,mirage,2123
诗词余久,Vip,76561198402704676,作弊封禁,2020-03-15,Inf,32,None,None,AWP,0.12,dust2,1327
2738561582,None,76561198800820836,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.38,mirage,740
全村の的希望,Vip,76561198868365293,作弊封禁,2020-03-15,Inf,19,None,None,AK47,0.50,overpass,2150
享天乐,None,76561198372660917,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.23,None,1176
ndesdar6934681,None,76561199029805933,作弊封禁,2020-03-15,Inf,15,None,None,AK47,0.28,None,899
iiiiiCCC,None,76561199029030905,作弊封禁,2020-03-15,Inf,11,None,None,P90,0.50,None,
骑野猪干老虎,Vip,76561199017645551,作弊封禁,2020-03-15,Inf,26,None,None,AK47,0.66,dust2,1836
KSXPP,Vip,76561198168382702,作弊封禁,2020-03-15,Inf,22,None,None,AWP,0.07,mirage,
安河桥北.,None,76561198911325334,作弊封禁,2020-03-15,Inf,0,None,None,AWP,0.15,dust2,
年轻人Ruin,None,76561199026115952,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
我起了啊一枪秒啦,Vip,76561199026913673,作弊封禁,2020-03-15,Inf,0,None,None,AWP,0.13,None,
别演了宝贝,None,76561199033283548,作弊封禁,2020-03-15,Inf,44,None,None,SSG08,0.89,None,1870
MoonLightz_,Vip,76561199029143393,作弊封禁,2020-03-15,Inf,6,None,None,CT SCAR20,0.79,None,
GADAwei,None,76561199005939868,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
给我喊牛批,None,76561198406854632,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
LGD.SSF,None,76561198826797618,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
妹妹我起了,None,76561198411026254,作弊封禁,2020-03-15,Inf,22,None,None,AK47,0.29,mirage,793
As7L,None,76561199014016021,作弊封禁,2020-03-15,Inf,16,None,None,AK47,0.43,None,
海的女儿.,None,76561199032360163,作弊封禁,2020-03-15,Inf,9,None,None,Desert Eagle,0.96,None,
kiyomiy^^,None,76561199033473570,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
1474762560,None,76561198368346098,作弊封禁,2020-03-15,Inf,4,None,None,P90,0.19,inferno,
Aaron3733,None,76561199032610562,作弊封禁,2020-03-15,Inf,15,None,None,SG 553,0.93,None,
0.0_0.0,Vip,76561199027519526,作弊封禁,2020-03-15,Inf,9,None,None,AWP,0.05,mirage,
爱达荷ia,None,76561199021036216,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
aimware.v4,None,76561198886102937,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.40,None,
zeig2,None,76561198966310944,作弊封禁,2020-03-15,Inf,3,None,None,Galil,0.27,inferno,
南国玫瑰S,None,76561199028087871,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
白给就行了。,None,76561199033794095,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
一条大团团--,None,76561199031138779,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
Weyrleader,Vip,76561198978546794,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
梓六,None,76561198026084128,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.38,None,
杨杨杨晶麟,Vip,76561199029048544,作弊封禁,2020-03-15,Inf,3,None,None,P90,0.32,None,1337
Salt.fucking.fish,None,76561199030448911,作弊封禁,2020-03-15,Inf,2,None,None,SG 553,0.20,dust2,498
重庆悍匪超神了5,None,76561199033651887,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
职业选手11,None,76561199025598006,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
Intent1ons,None,76561199033141795,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
