name,player_type,steam_id,reason,banned_time,release,complaint_times,register_days,playing_hours,best_weapon,best_weapon_heatshot,best_map
丁痴梦,Svip,76561199013231530,作弊封禁,2020-03-12,Inf,10,34,22,None,None,None
DARK+agg,None,76561198867442601,作弊封禁,2020-03-12,Inf,4,None,None,MP7,0.47,None
mwjg403658,None,76561199026371073,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.34,None
老衲丶嬴荡,None,76561199029640264,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.36,dust2
LGFEEEE,None,76561199031342889,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.23,None
小强一样的小鑫,None,76561198999244309,作弊封禁,2020-03-12,Inf,10,None,None,AK47,0.46,None
涛老师Y,Vip,76561199027309711,作弊封禁,2020-03-12,Inf,44,None,None,AWP,0.13,dust2
咪咕嘀咕,Vip,76561198421056632,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.50,mirage
2951270670,None,76561199028919845,作弊封禁,2020-03-12,Inf,12,None,None,None,None,None
17_Sniper,Vip,76561199031466826,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.61,None
Cook11e,None,76561199031309941,作弊封禁,2020-03-12,Inf,6,None,None,AWP,0.05,None
嘴臭枪法差,None,76561199028547402,作弊封禁,2020-03-12,Inf,13,None,None,AK47,0.44,None
6828cfae,None,76561199028957451,作弊封禁,2020-03-12,Inf,5,None,None,AWP,0.08,None
白给才是真,None,76561198401232394,作弊封禁,2020-03-12,Inf,45,None,None,M4A4,0.68,mirage
MaoMaoa,None,76561198330323639,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.52,mirage
我擦啊阿文嘎洒,None,76561199025557929,作弊封禁,2020-03-12,Inf,22,None,None,AK47,0.73,inferno
请先追杀我队友,Svip,76561198960515317,作弊封禁,2020-03-12,Inf,8,295,84,None,None,None
零℃红茶,Svip,76561198328861099,作弊封禁,2020-03-12,Inf,21,272,102,None,None,None
格度,Svip,76561198798143951,作弊封禁,2020-03-12,Inf,25,70,101,None,None,None
对不起只会狙,Svip,76561198865002912,作弊封禁,2020-03-12,Inf,7,16,0,None,None,None
长枪白马陈芝豹,None,76561199027845255,作弊封禁,2020-03-12,Inf,20,None,None,AWP,0.09,None
uy7b7r,None,76561199030031535,作弊封禁,2020-03-12,Inf,32,None,None,AK47,0.72,None
蝎子莱莱重拳出击,Vip,76561198310006502,作弊封禁,2020-03-12,Inf,5,None,None,AUG,0.36,dust2
予君欢喜,Svip,76561199017125142,作弊封禁,2020-03-12,Inf,6,13,20,None,None,None
x4qns9,None,76561198968572960,作弊封禁,2020-03-12,Inf,13,None,None,AK47,0.31,inferno
问就三千分,None,76561199031419036,作弊封禁,2020-03-12,Inf,15,None,None,AK47,0.88,None
Kennys...........,None,76561199032555889,作弊封禁,2020-03-12,Inf,15,None,None,AK47,0.81,None
六六今天喝了吗,None,76561198899626332,破坏游戏秩序,2020-03-12,2020-04-12,64,None,89,AK47,0.37,inferno
九哥的摇头蘸酱,Vip,76561198837243400,作弊封禁,2020-03-12,Inf,20,None,None,AK47,0.61,mirage
woaibabamama,None,76561198405198701,作弊封禁,2020-03-12,Inf,5,None,None,SG 553,0.73,None
黑色浪漫,Svip,76561198809161097,作弊封禁,2020-03-12,Inf,14,30,77,None,None,None
Mo⚡,None,76561199012731012,作弊封禁,2020-03-12,Inf,60,None,None,SG 553,0.51,inferno
收集她的游戏ID,None,76561199027602294,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.06,None
车车NNX,None,76561199031239732,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
孤嶼i,Svip,76561199021955443,作弊封禁,2020-03-12,Inf,13,28,45,None,None,None
程慕然,None,76561198805260763,作弊封禁,2020-03-12,Inf,50,None,None,AWP,0.08,dust2
不要秒白给了2335,None,76561199032986225,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
在你的身边,None,76561199025803279,作弊封禁,2020-03-12,Inf,21,None,None,AWP,0.11,dust2
追风小青衣,None,76561199030275544,作弊封禁,2020-03-12,Inf,21,None,None,AK47,0.51,None
❤爱婉瑜❤,Svip,76561198980352203,作弊封禁,2020-03-12,Inf,35,11,51,None,None,None
随缘i,Vip,76561199031119155,作弊封禁,2020-03-12,Inf,24,None,None,AWP,0.06,None
风一样自由·,None,76561199032476908,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.81,None
shroud是我本人,None,76561199030636777,作弊封禁,2020-03-12,Inf,22,None,None,AK47,0.47,inferno
の您妈补天,None,76561198870728839,作弊封禁,2020-03-12,Inf,3,None,None,AK47,0.41,dust2
半城烟沙灬,None,76561198436954890,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.48,mirage
":wh,加油",Vip,76561198358319851,作弊封禁,2020-03-12,Inf,53,None,None,AK47,0.55,inferno
克里斯关下门。,Vip,76561198286521840,作弊封禁,2020-03-12,Inf,2,None,None,Galil,0.22,inferno
别白给了1,None,76561198975018752,作弊封禁,2020-03-12,Inf,41,None,None,AWP,0.09,mirage
juab844527,None,76561199029229840,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.48,None
Self123456,None,76561198941382987,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
先报点再喔曹,None,76561199025498487,破坏游戏秩序,2020-03-12,2020-03-19,14,None,11,AWP,0.10,None
枪O约会O子弹,Vip,76561199005640059,作弊封禁,2020-03-12,Inf,21,None,None,AK47,0.41,mirage
ahrd088283,None,76561199026005130,作弊封禁,2020-03-12,Inf,25,None,None,AK47,0.38,None
喜星星,Vip,76561198894024283,作弊封禁,2020-03-12,Inf,34,None,None,AK47,0.52,mirage
光头杰森斯坦森,Svip,76561198371919514,作弊封禁,2020-03-12,Inf,16,54,66,None,None,None
电脑玩家爱锐特,None,76561199029507514,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.62,None
NB精神小伙,Vip,76561198402646387,作弊封禁,2020-03-12,Inf,26,None,None,AWP,0.10,dust2
Jerry的papa,None,76561199026325055,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.12,mirage
3Shan丶,Svip,76561198838986932,作弊封禁,2020-03-12,Inf,6,172,185,None,None,None
daquantou,Vip,76561198255801199,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
a625915185,None,76561198146145725,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
123trtfah,None,76561199010723557,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
永远滴神kennyS,None,76561199031182313,破坏游戏秩序,2020-03-12,2020-03-19,19,None,7,AWP,0.09,None
雾不知情长,None,76561198971563224,作弊封禁,2020-03-12,Inf,24,None,None,AK47,0.38,dust2
毛毛毛毛怪,Vip,76561199029634080,作弊封禁,2020-03-12,Inf,19,None,None,Zeus x27,0.00,None
stan_zq,None,76561199032982763,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.26,None
战争88,None,76561199031598354,作弊封禁,2020-03-12,Inf,1,None,None,M4A4,0.09,None
这个号只点头,None,76561199031020756,作弊封禁,2020-03-12,Inf,2,None,None,Desert Eagle,0.73,None
再抱抱我好吗,Svip,76561199023545008,作弊封禁,2020-03-12,Inf,11,5,22,None,None,None
六宝家的,None,76561199031434796,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.33,None
法老ll,None,76561198148768562,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
C100,None,76561199031522238,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
我爱喝奶茶gogogo,None,76561199030863730,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.40,None
毛辣,None,76561198289241531,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
偷走妹妹的芳心,None,76561198887063930,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
你的男孩y,Vip,76561198987178075,作弊封禁,2020-03-12,Inf,7,None,None,AK47,0.44,dust2
niubizz,None,76561199027766312,破坏游戏秩序,2020-03-12,2020-04-12,28,None,18,AK47,0.49,mirage
何必扰心境,None,76561199030743918,作弊封禁,2020-03-12,Inf,28,None,None,SG 553,0.48,dust2
林则奚,Svip,76561199024622671,作弊封禁,2020-03-12,Inf,34,33,122,None,None,None
源g源g,None,76561199031020094,作弊封禁,2020-03-12,Inf,14,None,None,AWP,0.09,None
戒了烟吧格雷福斯,Vip,76561198978219063,作弊封禁,2020-03-12,Inf,48,None,None,AK47,0.43,cache
架不住她的心,None,76561198359382085,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
ReinhardVanAstrea·,Svip,76561198800893295,作弊封禁,2020-03-12,Inf,20,43,89,None,None,None
NAV的simple,None,76561199013073107,作弊封禁,2020-03-12,Inf,47,None,None,AK47,0.56,dust2
莽夫在线rush,None,76561199028695404,作弊封禁,2020-03-12,Inf,5,None,None,AWP,0.06,None
铁血莽夫,Vip,76561198427692464,作弊封禁,2020-03-12,Inf,21,None,None,AWP,0.10,overpass
木可心心心,None,76561198402197423,作弊封禁,2020-03-12,Inf,11,None,None,P90,0.29,mirage
NAcy.,None,76561199026650126,作弊封禁,2020-03-12,Inf,26,None,None,AK47,0.42,mirage
epBHal,None,76561199023938993,作弊封禁,2020-03-12,Inf,30,None,None,AK47,0.47,None
AREUOK?,None,76561199030767510,作弊封禁,2020-03-12,Inf,29,None,None,AK47,0.51,None
我真的只会玩喷子,None,76561199030614048,作弊封禁,2020-03-12,Inf,17,None,None,Zeus x27,0.00,None
kennyS-Go,None,76561199030842072,作弊封禁,2020-03-12,Inf,13,None,None,AWP,0.09,None
umutdada,None,76561199031588645,作弊封禁,2020-03-12,Inf,5,None,None,SG 553,0.90,None
fanshuiyou,None,76561199028475889,作弊封禁,2020-03-12,Inf,5,None,None,M4A4,0.55,None
我是啊海啊,None,76561199026353655,作弊封禁,2020-03-12,Inf,24,None,None,AK47,0.56,inferno
你这样我不想演丶,None,76561199032649088,作弊封禁,2020-03-12,Inf,15,None,None,Zeus x27,0.00,None
三发结束.,None,76561198252254128,破坏游戏秩序,2020-03-12,2020-04-12,40,None,14,AK47,0.41,None
vkmyvxw5387622,None,76561199026219454,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.75,None
丿辽宁丶Kennys！,Svip,76561198904059938,作弊封禁,2020-03-12,Inf,15,363,393,None,None,None
♤渣来八荒♤,Svip,76561198401625633,作弊封禁,2020-03-12,Inf,13,16,100,None,None,None
乔碧萝膀一,None,76561198960659484,作弊封禁,2020-03-12,Inf,34,None,None,AWP,0.07,inferno
2ry,Svip,76561199029423459,作弊封禁,2020-03-12,Inf,5,15,15,None,None,None
Stvui,None,76561199024219599,作弊封禁,2020-03-12,Inf,8,None,None,M4A4,0.50,None
CJWei,Svip,76561198393530799,作弊封禁,2020-03-12,Inf,40,66,167,None,None,None
卢本伟拾号,None,76561199031241152,作弊封禁,2020-03-12,Inf,25,None,None,Zeus x27,0.00,None
p90王中王小王子,None,76561199025182723,作弊封禁,2020-03-12,Inf,39,None,None,P90,0.44,None
我为啥要感同身受,None,76561199028436207,作弊封禁,2020-03-12,Inf,22,None,None,AK47,0.44,dust2
天天要白给,Vip,76561198427268223,作弊封禁,2020-03-12,Inf,10,None,None,AWP,0.08,inferno
liangliang111,None,76561199023480933,作弊封禁,2020-03-12,Inf,30,None,None,AK47,0.46,inferno
我ak很准,None,76561199031995624,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
山本五十七,None,76561199031450482,作弊封禁,2020-03-12,Inf,18,None,None,None,None,None
b站3416531,Vip,76561198792589180,作弊封禁,2020-03-12,Inf,26,None,None,AWP,0.10,inferno
一盒酥,None,76561198418859843,作弊封禁,2020-03-12,Inf,28,None,None,AK47,0.55,train
shyemmm,None,76561198171539519,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.29,mirage
ef2568c,None,76561199029506439,作弊封禁,2020-03-12,Inf,38,None,None,SG 553,0.24,inferno
jl9885,None,76561198999304590,作弊封禁,2020-03-12,Inf,40,None,None,AK47,0.65,None
非常规大师Albert,Vip,76561199025689053,作弊封禁,2020-03-12,Inf,36,None,None,AK47,0.53,dust2
斑马不开心,None,76561199026805780,作弊封禁,2020-03-12,Inf,20,None,None,AK47,0.48,None
队友不给力我就喷,None,76561199028414302,作弊封禁,2020-03-12,Inf,1,None,None,AWP,0.19,None
misaku4,None,76561198165583931,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.07,mirage
17岁想牛,None,76561199032806540,作弊封禁,2020-03-12,Inf,3,None,None,SG 553,1.00,None
大赦天下..,None,76561199025707921,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
10块一颗的鱼雷,None,76561199027353104,作弊封禁,2020-03-12,Inf,19,None,None,SG 553,0.39,None
乾坤震巽坎离兑艮,Vip,76561198423369809,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
KUERXIATI,None,76561199019861380,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
非常常规大师·Gun,None,76561199030001749,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
孤独无心,None,76561199027912975,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
葫芦小金刚.,None,76561199031096042,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
DJ大diao哥,None,76561199030899222,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
佬ddddd,Svip,76561198843100177,作弊封禁,2020-03-12,Inf,17,46,84,None,None,None
五更.,None,76561198808808517,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.17,None
白给就完事了=。,None,76561199032838666,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
夜小色,None,76561198962798972,作弊封禁,2020-03-12,Inf,2,None,None,Zeus x27,0.00,None
年轻人丶QzWdnmd丶,Vip,76561199011738153,作弊封禁,2020-03-12,Inf,25,None,None,AWP,0.15,None
巢唱月,Vip,76561199013033930,作弊封禁,2020-03-12,Inf,33,None,None,AK47,0.41,inferno
柯兰,Vip,76561198425499786,作弊封禁,2020-03-12,Inf,10,None,None,AK47,0.50,inferno
heiren972,None,76561198424728051,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.16,None
老六教学常规,None,76561199030194234,作弊封禁,2020-03-12,Inf,2,None,None,AWP,0.09,None
想来一发biu,Vip,76561198148427846,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
布吉岛啦,None,76561198230174268,作弊封禁,2020-03-12,Inf,13,None,None,AK47,0.33,mirage
对面第一有问题.,None,76561199033098649,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
chuya19910619,None,76561199029614165,作弊封禁,2020-03-12,Inf,1,None,None,M4A4,0.00,None
北凉人屠,None,76561198974963370,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
恋爱鬼才可达鸭,None,76561198404001256,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
非常规大师`Gyn,None,76561199030940036,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
夜袭青楼男,None,76561198990112325,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.34,None
a1014508081,None,76561199033113030,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
UTBABA6,None,76561199031551083,作弊封禁,2020-03-12,Inf,2,None,None,SG 553,0.63,None
最佳ㄟ搭档❤,Vip,76561199015652277,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
嫌疑人是我吗？,None,76561199031938931,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
ゞ233,Vip,76561199027475263,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
白给就完事了-。=,None,76561199033046227,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
-月球上的人-,Svip,76561198974833444,作弊封禁,2020-03-12,Inf,13,93,79,None,None,None
你的亲阿霸,None,76561199026596084,作弊封禁,2020-03-12,Inf,3,None,None,AK47,0.70,None
kiloop,None,76561198381140756,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
Rush冲鸭,None,76561198843776766,作弊封禁,2020-03-12,Inf,18,None,None,AWP,0.07,overpass
一天的白给,None,76561199029680930,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
牛子有道疤,None,76561199031994860,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
漂亮男骸刘波,None,76561199011666386,作弊封禁,2020-03-12,Inf,20,None,None,AK47,0.38,cache
笑而不语车车,Vip,76561198253413318,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.33,dust2
S1mple炮击,None,76561199024421799,作弊封禁,2020-03-12,Inf,0,None,None,SG 553,0.67,None
✪NAVIs1mpie,Vip,76561199032065604,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.46,None
深蓝色zeRRy,Vip,76561199027082178,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.48,mirage
我劝你冷静⚡,None,76561198393064791,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.10,dust2
宮城良田,None,76561199026523792,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
别开G行不,None,76561199032311749,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
有框框。,None,76561199033076901,作弊封禁,2020-03-12,Inf,12,None,None,AWP,0.15,None
Super.xwb,None,76561199015584797,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
一鸣惊人502,None,76561198451282503,作弊封禁,2020-03-12,Inf,46,None,None,P90,0.23,inferno
洗西西,None,76561199032921658,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
gGg-wLL_,None,76561199026737021,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
我要当太空人.,None,76561199030904309,作弊封禁,2020-03-12,Inf,0,None,None,SG 553,0.36,None
诸葛夜壶,None,76561199031202015,作弊封禁,2020-03-12,Inf,3,None,None,M4A4,0.43,None
需要家3115696219,None,76561199032625956,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
老叔_,Vip,76561199000948602,作弊封禁,2020-03-12,Inf,27,None,None,AK47,0.39,dust2
走廊灯关上,None,76561199030635468,作弊封禁,2020-03-12,Inf,6,None,None,AWP,0.10,None
不爱吃秋刀鱼,None,76561199027849070,作弊封禁,2020-03-12,Inf,16,None,None,AK47,0.62,None
徐良一永远的神,None,76561199029191129,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.00,None
我想不通,None,76561199032067923,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
十岁反应,None,76561199030377191,作弊封禁,2020-03-12,Inf,15,None,None,AK47,0.33,None
王者荣耀无敌哦,None,76561199024288785,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.24,None
犬来八荒11,None,76561199024112105,作弊封禁,2020-03-12,Inf,26,None,None,AK47,0.76,None
第一次是我,Vip,76561199032234132,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
老八食品,None,76561199026923554,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
萌新呀0.0,None,76561199031090859,作弊封禁,2020-03-12,Inf,0,None,None,M4A4,0.33,None
我也不想开的,None,76561199029449253,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.70,None
醋溜小白菜,None,76561199014755926,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
关东宫藤,Vip,76561199026343214,作弊封禁,2020-03-12,Inf,24,None,None,AK47,0.34,mirage
该摇害的摇,None,76561199019985013,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.63,None
梁辉吴彦祖,None,76561199032499729,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
男人一剪梅,Vip,76561198809087934,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.43,dust2
VL2,None,76561199032672377,作弊封禁,2020-03-12,Inf,7,None,None,None,None,None
子越,None,76561199030759348,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.07,None
她和龙狙亦不可得,Vip,76561198273877851,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
俞的未来,None,76561198873378056,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
我好想转,None,76561198442823107,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
G2.KennysZEH6,None,76561199032620532,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
起把大狙出门白给,None,76561198936256286,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.10,None
补殴琴录,None,76561199025192956,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.67,None
00six00,None,76561199027381877,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
老八蜜汁小汉堡t,None,76561199032687977,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
Frozen_QWQ,None,76561198425910517,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
GGHM4,None,76561199032713167,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
明日绮罗花老师,None,76561199029775862,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
SDSDSDX,None,76561199030783080,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
psniu,None,76561198201242089,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.39,overpass
jjj524321,Vip,76561199024452476,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.35,dust2
我要冲坦克,None,76561198987184669,作弊封禁,2020-03-12,Inf,25,None,None,AK47,0.49,dust2
恍恍惚惚哈哈哈,Svip,76561198882047617,作弊封禁,2020-03-12,Inf,3,27,41,None,None,None
背身一下算我输,None,76561199027150529,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.13,None
Tony专业理发,None,76561199028596672,作弊封禁,2020-03-12,Inf,11,None,None,AK47,0.42,None
wosupreme,None,76561199028845405,作弊封禁,2020-03-12,Inf,19,None,None,SG 553,0.39,None
brunoyy,None,76561199026581498,作弊封禁,2020-03-12,Inf,43,None,None,AWP,0.13,inferno
w__七七G,None,76561199032901053,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
AltmanQAQ,None,76561198825850584,作弊封禁,2020-03-12,Inf,30,None,None,AK47,0.41,mirage
六花pro,None,76561199026806029,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.45,inferno
Laglu,None,76561198863509156,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.50,None
NoHax.Float1n9,None,76561199022789568,作弊封禁,2020-03-12,Inf,20,None,None,M4A4,0.52,None
枪马二五仔人菜,None,76561199026659302,作弊封禁,2020-03-12,Inf,14,None,None,P90,0.46,None
此生必睡崇宫澪,None,76561199016923796,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
我只会无甲沙鹰,None,76561198314863839,作弊封禁,2020-03-12,Inf,32,None,None,AK47,0.56,dust2
玩狙没赢过,Vip,76561198974479407,作弊封禁,2020-03-12,Inf,25,None,None,AWP,0.16,inferno
-Dragon,Vip,76561198830554911,作弊封禁,2020-03-12,Inf,13,None,None,AK47,0.52,inferno
老麦克雷了。,None,76561198125635882,作弊封禁,2020-03-12,Inf,29,None,None,AK47,0.45,inferno
RuoYang,Svip,76561198982990225,作弊封禁,2020-03-12,Inf,12,207,234,None,None,None
kiven456654,None,76561198961369361,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.36,overpass
Magdalena`Frackwiak_v9/,Svip,76561199021826452,作弊封禁,2020-03-12,Inf,71,46,181,None,None,None
我就是要指挥你,None,76561199026455505,作弊封禁,2020-03-12,Inf,15,None,None,AWP,0.05,None
煎蛋卷,Vip,76561198130510568,作弊封禁,2020-03-12,Inf,9,None,None,AK47,0.43,dust2
hahahasun,None,76561198829976718,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.30,mirage
顶级意识c,None,76561199013738461,作弊封禁,2020-03-12,Inf,0,None,None,P90,0.27,None
ouqxrvm2412176,None,76561199026032773,作弊封禁,2020-03-12,Inf,10,None,None,AK47,0.40,dust2
E.ZKennyS,Svip,76561198432982543,作弊封禁,2020-03-12,Inf,2,279,152,None,None,None
带bobi,None,76561198200264837,作弊封禁,2020-03-12,Inf,7,None,None,M4A4,0.30,dust2
otto、、,None,76561199032863781,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.14,None
哈喽..,None,76561198967766776,作弊封禁,2020-03-12,Inf,1,None,None,AWP,0.11,None
Maoer76,None,76561199033315439,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
BigYL,None,76561199029038990,作弊封禁,2020-03-12,Inf,3,None,None,SSG08,0.86,None
烟雨寄相思,Svip,76561198966183318,作弊封禁,2020-03-12,Inf,11,292,121,None,None,None
Eddy_Luo,None,76561199026734874,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
靓仔小荣,None,76561199032806697,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
又被我鹰到了呀,None,76561199032713581,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
pwiw45,None,76561199032194156,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
爱Sage,Vip,76561198320399090,作弊封禁,2020-03-12,Inf,1,None,None,P90,0.41,None
那时她还爱我,Vip,76561199030300170,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
2nsbse3,None,76561199017010982,作弊封禁,2020-03-12,Inf,9,None,None,Zeus x27,0.00,None
Xin_Ye,None,76561198926182616,作弊封禁,2020-03-12,Inf,3,None,None,AK47,0.63,None
求你补个枪,None,76561198415203927,作弊封禁,2020-03-12,Inf,33,None,None,AK47,0.41,mirage
嗷呜喵喵喵呜,None,76561199033180854,作弊封禁,2020-03-12,Inf,6,None,None,AWP,0.13,None
是大V请我发给,None,76561199031080064,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.56,None
嗷呜喵喵喵喵,None,76561199032718847,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.14,None
